country,Total_vaccin,Nombre_vaccin_utilisé,Date
Iceland,82738,4,2022-03-18
Ireland,9219503,2,2022-03-18
Italy,123225709,4,2022-03-18
Latvia,2607336,4,2022-03-18
Liechtenstein,70162,3,2022-03-18
Lithuania,4448837,4,2022-03-18
Luxembourg,1143496,5,2022-03-18
Malta,1202205,4,2022-03-18
Nepal,39281058,5,2022-03-18
Netherlands,34028596,5,2022-03-18
Norway,11256663,4,2022-03-18
Peru,64707815,3,2022-03-18
Poland,50106309,5,2022-03-18
Portugal,18552748,2,2022-03-18
Romania,15875247,3,2022-03-18
Slovakia,5935615,4,2022-03-18
Slovenia,2808494,4,2022-03-18
"South Africa",32903329,2,2022-03-18
"South Korea",120060879,5,2022-03-18
Spain,100481832,4,2022-03-18
Sweden,19488550,4,2022-03-18
Switzerland,15600283,3,2022-03-18
"United States",557602326,3,2022-03-18
Uruguay,5793905,3,2022-03-18
Argentina,95874962,6,2022-03-19
Chile,34617748,4,2022-03-19
Czechia,16165056,3,2022-03-19
"European Union",834889058,9,2022-03-19
France,141409440,4,2022-03-19
Germany,171500223,5,2022-03-19
"Hong Kong",14489054,2,2022-03-19
Italy,123285892,4,2022-03-19
Latvia,2607388,3,2022-03-19
Nepal,39289842,5,2022-03-19
Peru,64856735,3,2022-03-19
Romania,15876455,3,2022-03-19
"South Africa",32987853,2,2022-03-19
"South Korea",120095262,5,2022-03-19
Switzerland,15602107,3,2022-03-19
"United States",557846615,3,2022-03-19
Uruguay,5793959,3,2022-03-19
Argentina,95905903,6,2022-03-20
Chile,34617817,4,2022-03-20
Czechia,16165259,3,2022-03-20
"European Union",834920312,9,2022-03-20
France,141412970,4,2022-03-20
Germany,171511301,5,2022-03-20
"Hong Kong",14530830,2,2022-03-20
Italy,121793850,3,2022-03-20
Latvia,2607431,3,2022-03-20
Nepal,39289842,5,2022-03-20
Peru,64963382,3,2022-03-20
Romania,15877663,3,2022-03-20
"South Africa",33008136,2,2022-03-20
"South Korea",120095853,5,2022-03-20
Switzerland,15602107,3,2022-03-20
"United States",558024463,3,2022-03-20
Uruguay,5793960,3,2022-03-20
Argentina,96019209,6,2022-03-21
Chile,34626330,4,2022-03-21
Czechia,16580708,4,2022-03-21
"European Union",835048653,9,2022-03-21
France,141442667,4,2022-03-21
Germany,171553292,5,2022-03-21
"Hong Kong",14597015,2,2022-03-21
Iceland,82795,4,2022-03-21
Italy,123353003,4,2022-03-21
Latvia,2608150,4,2022-03-21
Nepal,39374392,5,2022-03-21
Peru,65063020,3,2022-03-21
Romania,15878871,3,2022-03-21
"South Africa",33014381,2,2022-03-21
"South Korea",120147866,5,2022-03-21
Switzerland,15604308,3,2022-03-21
"United States",558158295,3,2022-03-21
Uruguay,5799713,3,2022-03-21
Argentina,96121604,6,2022-03-22
Chile,34631029,4,2022-03-22
Czechia,16583567,4,2022-03-22
"European Union",835210238,9,2022-03-22
France,141480182,4,2022-03-22
Germany,171622384,5,2022-03-22
"Hong Kong",14660639,2,2022-03-22
Iceland,82913,4,2022-03-22
Italy,123403219,4,2022-03-22
Latvia,2608845,4,2022-03-22
Nepal,39448435,5,2022-03-22
Peru,65168656,3,2022-03-22
Romania,15880079,3,2022-03-22
"South Africa",33023123,2,2022-03-22
"South Korea",120180108,5,2022-03-22
Switzerland,15605958,3,2022-03-22
"United States",558128327,3,2022-03-22
Uruguay,5802776,3,2022-03-22
Argentina,96230448,6,2022-03-23
Czechia,16587133,4,2022-03-23
"European Union",835369589,9,2022-03-23
France,141523014,4,2022-03-23
Germany,171688667,5,2022-03-23
"Hong Kong",14718990,2,2022-03-23
Iceland,82983,4,2022-03-23
Italy,123447655,4,2022-03-23
Latvia,2609871,4,2022-03-23
Nepal,39551107,5,2022-03-23
Peru,65267219,3,2022-03-23
Romania,15881287,3,2022-03-23
"South Africa",33105213,2,2022-03-23
"South Korea",120216624,5,2022-03-23
Switzerland,15609964,3,2022-03-23
"United States",558395956,3,2022-03-23
Uruguay,5805282,3,2022-03-23
Argentina,96253927,6,2022-03-24
Czechia,16590997,4,2022-03-24
"European Union",835525469,9,2022-03-24
France,141554273,4,2022-03-24
Germany,171756534,5,2022-03-24
"Hong Kong",14779257,2,2022-03-24
Iceland,83084,4,2022-03-24
Italy,121991577,3,2022-03-24
Latvia,2610394,4,2022-03-24
Nepal,39635151,5,2022-03-24
Peru,65369211,3,2022-03-24
Romania,15882495,3,2022-03-24
"South Africa",33201427,2,2022-03-24
"South Korea",120260913,5,2022-03-24
Switzerland,15611648,3,2022-03-24
"United States",558718454,3,2022-03-24
Uruguay,5809439,3,2022-03-24
Argentina,96355507,6,2022-03-25
Austria,18125500,5,2022-03-25
Belgium,24991627,5,2022-03-25
Croatia,4631636,4,2022-03-25
Czechia,16598772,4,2022-03-25
Denmark,12014825,3,2022-03-25
"European Union",835732485,9,2022-03-25
Finland,11675692,4,2022-03-25
France,141604288,4,2022-03-25
Germany,171816715,5,2022-03-25
"Hong Kong",14846469,2,2022-03-25
Iceland,83095,4,2022-03-25
Ireland,9220934,2,2022-03-25
Italy,122047267,3,2022-03-25
Latvia,2611376,4,2022-03-25
Luxembourg,1143510,5,2022-03-25
Nepal,39701499,5,2022-03-25
Peru,65469908,3,2022-03-25
Poland,50123651,5,2022-03-25
Romania,15883703,3,2022-03-25
Slovakia,5936176,4,2022-03-25
"South Africa",33296217,2,2022-03-25
"South Korea",120335739,5,2022-03-25
Switzerland,15615822,3,2022-03-25
"United States",558911782,3,2022-03-25
Uruguay,5812236,3,2022-03-25
Argentina,96402680,6,2022-03-26
Czechia,16599290,4,2022-03-26
"European Union",835838546,9,2022-03-26
France,141632440,4,2022-03-26
Germany,171839777,5,2022-03-26
"Hong Kong",14904754,2,2022-03-26
Italy,122100235,3,2022-03-26
Latvia,2611332,3,2022-03-26
Nepal,39751266,5,2022-03-26
Peru,65552891,3,2022-03-26
Romania,15884911,3,2022-03-26
"South Africa",33379248,2,2022-03-26
"South Korea",120372839,5,2022-03-26
Switzerland,15617778,3,2022-03-26
"United States",559179530,3,2022-03-26
Uruguay,5812246,3,2022-03-26
Argentina,96423008,6,2022-03-27
Czechia,16186849,3,2022-03-27
"European Union",835866398,9,2022-03-27
France,141636394,4,2022-03-27
Germany,171849411,5,2022-03-27
"Hong Kong",14944464,2,2022-03-27
Italy,122113127,3,2022-03-27
Latvia,2318186,2,2022-03-27
Nepal,39777115,5,2022-03-27
Romania,15886119,3,2022-03-27
"South Africa",33405701,2,2022-03-27
"South Korea",120373422,5,2022-03-27
Switzerland,15617784,3,2022-03-27
"United States",559346792,3,2022-03-27
Uruguay,5812246,3,2022-03-27
Argentina,96504666,6,2022-03-28
Czechia,16602226,4,2022-03-28
"European Union",835981187,9,2022-03-28
France,141666197,4,2022-03-28
Germany,171885915,5,2022-03-28
Iceland,83137,4,2022-03-28
Italy,122157314,3,2022-03-28
Latvia,2611844,4,2022-03-28
Nepal,39884435,5,2022-03-28
Romania,15887327,3,2022-03-28
"South Africa",33405701,2,2022-03-28
"South Korea",120417525,5,2022-03-28
Switzerland,15619857,3,2022-03-28
"United States",559449618,3,2022-03-28
Uruguay,5814370,3,2022-03-28
Argentina,96504666,6,2022-03-29
Czechia,16604926,4,2022-03-29
"European Union",836078790,9,2022-03-29
Germany,171940027,5,2022-03-29
Italy,122198105,3,2022-03-29
Nepal,39935568,5,2022-03-29
"South Africa",33485691,2,2022-03-29
"South Korea",120442914,5,2022-03-29
"United States",559654361,3,2022-03-29
Uruguay,5815259,3,2022-03-29
"South Africa",33569841,2,2022-03-30
